,HW,D,AW,Over,Under,HomeTeam,AwayTeam,BO2.5,BU2.5,BHD,BAD,THG,TAG,HPr5MW,HPr5MD,HPr5ML,aPr5MW,aPr5MD,aPr5ML,HWH2H,DH2H,AWH2H
1554,1,0,0,1,0,Eibar,Alaves,2.28,1.62,1.6176470588235292,0.8461538461538461,7,6,2,1,2,3,0,2,2,2,1
1555,0,1,0,1,0,Betis,Celta,1.9,1.9,2.111111111111111,0.8444444444444444,4,9,1,1,3,1,2,2,2,2,1
1556,0,0,1,1,0,Vallecano,Barcelona,1.42,2.81,0.631578947368421,4.6875,5,14,0,1,4,3,2,0,0,0,5
1557,0,0,1,0,1,Valencia,Girona,2.05,1.77,2.6666666666666665,0.5333333333333333,3,6,1,3,1,2,2,1,2,0,1
1558,1,0,0,0,1,Real Madrid,Valladolid,1.35,3.13,6.8965517241379315,0.5333333333333333,4,4,1,1,3,3,1,1,4,1,0
1559,0,1,0,0,1,Leganes,Ath Madrid,2.65,1.47,0.591304347826087,1.9767441860465116,3,5,1,2,2,2,3,0,0,3,2
1560,1,0,0,1,0,Sevilla,Huesca,1.42,2.77,5.327868852459017,0.5,12,2,4,0,1,0,1,4,1,0,0
1561,1,0,0,0,1,Getafe,Betis,2.52,1.52,1.2916666666666667,0.9538461538461539,6,2,2,2,1,2,0,3,2,1,2
1562,1,0,0,1,0,Barcelona,Real Madrid,1.53,2.46,1.9487179487179487,1.0555555555555556,12,2,2,2,1,0,1,4,3,2,0
1563,1,0,0,1,0,Alaves,Villarreal,2.24,1.64,1.0666666666666667,1.28,6,6,3,1,1,1,1,3,4,0,1
1564,1,0,0,0,1,Levante,Leganes,2.04,1.77,1.5476190476190474,0.8666666666666667,8,4,4,0,1,2,1,2,2,1,0
1565,1,0,0,1,0,Girona,Vallecano,1.89,1.91,1.8918918918918919,0.7777777777777778,5,5,1,2,2,0,2,3,1,0,0
1566,1,0,0,1,0,Celta,Eibar,1.97,1.83,1.542056074766355,0.9166666666666666,7,5,1,2,2,1,1,3,3,0,2
1567,1,0,0,0,1,Ath Madrid,Sociedad,2.22,1.65,2.4836601307189543,0.5066666666666666,7,5,3,2,0,1,2,2,3,0,2
1568,0,1,0,0,1,Ath Bilbao,Valencia,2.09,1.73,1.3199999999999998,1.1498257839721253,4,4,0,4,1,1,4,0,1,2,2
1569,0,1,0,0,1,Valladolid,Espanol,2.38,1.58,0.911764705882353,1.3777777777777778,6,9,4,1,0,3,2,0,1,3,1
1570,0,1,0,0,1,Vallecano,Ath Bilbao,1.97,1.83,1.0,1.4666666666666666,6,4,0,3,2,0,3,2,1,1,3
1571,0,1,0,0,1,Sociedad,Girona,1.9,1.89,2.1802325581395348,0.75,6,5,2,2,1,0,3,2,1,2,0
1572,0,0,1,1,0,Vallecano,Getafe,2.23,1.65,1.1379310344827587,1.3199999999999998,6,4,0,2,3,1,2,2,3,1,1
1573,0,0,1,0,1,Huesca,Espanol,2.15,1.7,0.9428571428571428,1.542056074766355,1,8,0,1,4,3,1,1,0,0,1
1574,0,1,0,0,1,Eibar,Ath Bilbao,2.29,1.61,1.1851851851851851,1.1636363636363638,6,5,2,1,2,0,3,2,0,2,3
1575,0,0,1,0,1,Betis,Valladolid,1.98,1.83,2.3602484472049685,0.6333333333333333,4,8,2,1,2,4,1,0,2,2,1
1576,0,1,0,0,1,Villarreal,Ath Madrid,2.47,1.54,0.8157894736842106,1.4485981308411215,5,7,1,2,2,3,2,0,3,2,0
1577,0,1,0,0,1,Valencia,Leganes,2.07,1.75,2.6666666666666665,0.5333333333333333,4,4,1,4,0,2,1,2,4,1,0
1578,0,0,1,1,0,Real Madrid,Levante,1.24,3.92,7.4561403508771935,0.4473684210526316,2,8,1,1,3,3,0,2,2,2,1
1579,1,0,0,1,0,Barcelona,Sevilla,1.26,3.72,4.511278195488722,0.8,9,16,1,3,1,4,0,1,4,1,0
1580,0,0,1,0,1,Celta,Alaves,1.88,1.92,2.4096385542168677,0.8,6,9,0,3,2,3,1,1,2,0,3
1581,1,0,0,0,1,Valladolid,Huesca,2.13,1.71,1.842105263157895,0.8333333333333333,7,1,3,1,1,0,1,4,1,0,0
1582,0,1,0,0,1,Valencia,Barcelona,1.54,2.43,0.8842105263157896,2.5609756097560976,3,7,1,4,0,1,3,1,0,2,3
1583,1,0,0,1,0,Sevilla,Celta,1.47,2.62,2.8300653594771243,0.7216666666666667,14,8,4,0,1,0,3,2,4,0,1
1584,1,0,0,1,0,Espanol,Villarreal,2.27,1.63,1.4222222222222223,0.9411764705882354,7,5,3,1,1,2,1,2,1,3,1
1585,1,0,0,0,1,Ath Madrid,Betis,2.19,1.67,2.7777777777777777,0.4444444444444444,7,4,3,2,0,2,2,1,3,2,0
1586,1,0,0,0,1,Leganes,Vallecano,2.2,1.67,1.65,0.825,3,6,2,0,3,1,2,2,1,0,0
1587,0,0,1,1,0,Girona,Eibar,2.32,1.6,1.5238095238095237,0.8421052631578948,8,6,1,2,2,2,1,2,0,0,3
1588,0,0,1,0,1,Getafe,Levante,1.95,1.85,2.0930232558139537,0.6857142857142857,4,6,1,2,2,2,0,3,1,1,3
1589,1,0,0,0,1,Alaves,Real Madrid,1.53,1.59,0.5277777777777778,3.492647058823529,9,2,3,1,1,1,2,2,1,0,4
1590,0,0,1,1,0,Ath Bilbao,Sociedad,2.06,1.76,1.6666666666666665,0.8947368421052632,5,7,0,3,2,2,1,2,2,1,2
1591,0,1,0,0,1,Celta,Getafe,2.1,1.73,1.75,0.9210526315789475,9,4,1,3,1,1,3,1,1,3,1
1592,0,0,1,0,1,Villarreal,Valladolid,1.96,1.84,2.6143790849673203,0.6153846153846154,4,6,2,1,2,2,2,1,1,0,2
1593,1,0,0,1,0,Levante,Alaves,2.0,1.81,1.6355140186915886,1.0606060606060606,7,10,1,1,3,3,1,1,1,0,2
1594,0,1,0,0,1,Huesca,Girona,2.13,1.71,1.3199999999999998,1.1379310344827587,3,7,0,1,4,2,2,1,0,1,0
1595,1,0,0,0,1,Betis,Leganes,2.04,1.78,2.317073170731707,0.6909090909090909,5,3,3,2,0,1,0,4,3,0,2
